Date,Time,EAR,MAR,Head Position,Phone,Driver Status
15-07-2026,21:25:05,0.227,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.203,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.210,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.233,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.238,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.243,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.224,0.024,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.229,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.267,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.266,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:05,0.256,0.024,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.256,0.024,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.241,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.236,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.266,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.266,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.266,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.264,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.266,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.259,0.034,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.259,0.034,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:06,0.262,0.024,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.281,0.034,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.291,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.269,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.245,0.024,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.236,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.243,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.249,0.023,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.244,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.252,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.248,0.000,LOOKING FORWARD,PHONE CALL (RIGHT),DISTRACTED
15-07-2026,21:25:07,0.231,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:07,0.264,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.244,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.244,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.250,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.257,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.233,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.255,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.247,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.252,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.262,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.257,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.262,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.271,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.267,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:08,0.266,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.262,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.254,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.267,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.266,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.264,0.077,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.267,0.054,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.262,0.077,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.273,0.073,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.267,0.056,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.270,0.077,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.273,0.047,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.273,0.023,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.294,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.285,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.277,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:09,0.272,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.272,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.272,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.255,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.255,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.290,0.047,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.253,0.053,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.273,0.034,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.254,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.271,0.047,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.267,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:25:10,0.268,0.034,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:54,0.209,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:54,0.266,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:54,0.259,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:54,0.257,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:54,0.275,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:54,0.274,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.263,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.264,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.271,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.280,0.035,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.261,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.277,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.278,0.034,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.278,0.034,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.281,0.034,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.281,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:55,0.269,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.257,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.267,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.246,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.263,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.296,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.266,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.302,0.052,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.306,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.272,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:56,0.257,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:56,0.282,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.283,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.295,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.272,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.282,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.267,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.279,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.269,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.265,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.264,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:57,0.269,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.279,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.286,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.277,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.268,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.268,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.268,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.260,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.283,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.270,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.270,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:37:58,0.304,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.267,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.311,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.312,0.031,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.326,0.031,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.316,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.322,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.325,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.352,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.338,0.032,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.337,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:37:59,0.323,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.290,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.303,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.302,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.298,0.032,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.323,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.317,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.323,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.326,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:00,0.294,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.231,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.251,0.000,LOOKING LEFT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.246,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:01,0.269,0.027,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.313,0.026,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.269,0.026,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.333,0.028,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.354,0.057,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.347,0.028,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.357,0.028,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.362,0.028,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.339,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:01,0.344,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.305,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.312,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.320,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.343,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.340,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.330,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.316,0.027,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.284,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.291,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.294,0.026,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.296,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:02,0.280,0.025,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.269,0.077,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.283,0.000,LOOKING RIGHT,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.268,0.214,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:03,0.220,0.266,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.214,0.312,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.210,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.210,0.256,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.220,0.286,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:03,0.178,0.372,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.199,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.180,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.200,0.025,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.209,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.204,0.100,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.180,0.097,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.210,0.000,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.197,0.000,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.222,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:04,0.213,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.215,0.000,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.209,0.024,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.219,0.025,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.221,0.025,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.269,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.256,0.026,LOOKING UP,NO PHONE,DISTRACTED
15-07-2026,21:38:05,0.240,0.075,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:05,0.236,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:05,0.244,0.029,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:05,0.242,0.043,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.232,0.062,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:06,0.210,0.225,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:06,0.189,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:06,0.212,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:06,0.171,0.073,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.175,0.051,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.206,0.102,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.216,0.105,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.202,0.105,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.202,0.108,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.205,0.051,LOOKING DOWN,NO PHONE,DISTRACTED
15-07-2026,21:38:06,0.211,0.130,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.199,0.105,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.205,0.102,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.216,0.102,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.206,0.156,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.212,0.181,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.212,0.130,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.205,0.158,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.189,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.225,0.242,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.220,0.220,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.198,0.176,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:07,0.260,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.250,0.049,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.254,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.259,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.269,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.266,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.268,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.257,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.264,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.259,0.190,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.282,0.190,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.185,0.190,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.192,0.121,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:08,0.216,0.074,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.202,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.198,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.197,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.212,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.206,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.217,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.203,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.202,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.202,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.185,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.170,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.192,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.189,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:09,0.189,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.200,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.191,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.175,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.187,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.187,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.185,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.177,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.177,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.172,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.172,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.165,0.026,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:10,0.193,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.165,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.144,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.148,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.162,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.170,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.165,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.153,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.174,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:11,0.148,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:11,0.156,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:11,0.148,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:11,0.141,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.167,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.157,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.169,0.025,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.141,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.141,0.025,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.147,0.025,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.147,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.174,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.177,0.000,LOOKING FORWARD,NO PHONE,DROWSY
15-07-2026,21:38:12,0.201,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.198,0.024,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.192,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.188,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.227,0.025,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.223,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.213,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.220,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.248,0.000,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.238,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.241,0.050,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.255,0.395,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.226,0.429,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:13,0.249,0.429,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:14,0.245,0.561,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.260,0.537,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.271,0.548,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.261,0.586,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.253,0.610,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.267,0.586,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.266,0.513,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.256,0.561,LOOKING FORWARD,NO PHONE,YAWNING
15-07-2026,21:38:14,0.252,0.357,LOOKING FORWARD,NO PHONE,ALERT
15-07-2026,21:38:14,0.241,0.181,LOOKING FORWARD,NO PHONE,ALERT
